detector,dataset,from,to,from_root,to_root,from_qual,to_qual,same_root,true,pred,correct
spectral-flux,normal_no-sustain,B dim,E maj,B,E,dim,maj,False,E maj,C dim,0
spectral-flux,normal_no-sustain,E maj,F min,E,F,maj,min,False,F min,G♯ maj,0
spectral-flux,normal_no-sustain,F min,A maj,F,A,min,maj,False,A maj,C dim,0
spectral-flux,normal_no-sustain,A maj,G♯ min,A,G♯,maj,min,False,G♯ min,G♯ min,1
spectral-flux,normal_no-sustain,D min,G min,D,G,min,min,False,G min,C dim,0
spectral-flux,normal_no-sustain,G min,C maj,G,C,min,maj,False,C maj,C dim,0
spectral-flux,normal_no-sustain,C maj,F♯ maj,C,F♯,maj,maj,False,F♯ maj,F♯ maj,1
spectral-flux,normal_no-sustain,F♯ maj,C maj,F♯,C,maj,maj,False,C maj,C dim,0
spectral-flux,normal_no-sustain,C maj,F♯ dim,C,F♯,maj,dim,False,F♯ dim,C dim,0
spectral-flux,normal_no-sustain,F♯ dim,E min,F♯,E,dim,min,False,E min,E min,1
spectral-flux,normal_no-sustain,E min,C dim,E,C,min,dim,False,C dim,C dim,1
spectral-flux,normal_no-sustain,C dim,A♯ dim,C,A♯,dim,dim,False,A♯ dim,C dim,0
spectral-flux,normal_no-sustain,A♯ dim,F dim,A♯,F,dim,dim,False,F dim,F dim,1
spectral-flux,normal_no-sustain,G dim,C♯ maj,G,C♯,dim,maj,False,C♯ maj,G♯ maj,0
spectral-flux,normal_no-sustain,C♯ maj,F maj,C♯,F,maj,maj,False,F maj,C dim,0
spectral-flux,normal_no-sustain,F maj,F♯ maj,F,F♯,maj,maj,False,F♯ maj,F♯ maj,1
spectral-flux,normal_no-sustain,F♯ maj,D min,F♯,D,maj,min,False,D min,C dim,0
spectral-flux,normal_no-sustain,D min,B maj,D,B,min,maj,False,B maj,C dim,0
spectral-flux,normal_no-sustain,B maj,F dim,B,F,maj,dim,False,F dim,F dim,1
spectral-flux,normal_no-sustain,F dim,D min,F,D,dim,min,False,D min,C dim,0
spectral-flux,normal_no-sustain,D min,G maj,D,G,min,maj,False,G maj,G maj,1
spectral-flux,normal_no-sustain,G maj,E maj,G,E,maj,maj,False,E maj,E maj,1
spectral-flux,normal_no-sustain,C maj,G♯ min,C,G♯,maj,min,False,G♯ min,G♯ min,1
spectral-flux,normal_no-sustain,G♯ min,F maj,G♯,F,min,maj,False,F maj,C dim,0
spectral-flux,normal_no-sustain,F maj,D dim,F,D,maj,dim,False,D dim,C dim,0
spectral-flux,normal_no-sustain,D dim,D♯ min,D,D♯,dim,min,False,D♯ min,C dim,0
spectral-flux,normal_no-sustain,D♯ min,A♯ min,D♯,A♯,min,min,False,A♯ min,C dim,0
spectral-flux,normal_no-sustain,A♯ min,G♯ min,A♯,G♯,min,min,False,G♯ min,G♯ min,1
spectral-flux,normal_no-sustain,G♯ min,G♯ min,G♯,G♯,min,min,True,G♯ min,C dim,0
spectral-flux,normal_no-sustain,G♯ min,B dim,G♯,B,min,dim,False,B dim,C dim,0
spectral-flux,normal_no-sustain,B dim,B maj,B,B,dim,maj,True,B maj,B maj,1
spectral-flux,normal_no-sustain,G♯ maj,F dim,G♯,F,maj,dim,False,F dim,F dim,1
spectral-flux,normal_no-sustain,F dim,D min,F,D,dim,min,False,D min,C dim,0
spectral-flux,normal_no-sustain,D min,C min,D,C,min,min,False,C min,C dim,0
spectral-flux,normal_no-sustain,C min,A♯ min,C,A♯,min,min,False,A♯ min,C dim,0
spectral-flux,normal_no-sustain,A♯ min,A min,A♯,A,min,min,False,A min,A min,1
spectral-flux,normal_no-sustain,A min,B min,A,B,min,min,False,B min,C dim,0
spectral-flux,normal_no-sustain,B min,G♯ min,B,G♯,min,min,False,G♯ min,G♯ min,1
spectral-flux,normal_no-sustain,G♯ min,B maj,G♯,B,min,maj,False,B maj,B maj,1
spectral-flux,normal_no-sustain,B maj,A♯ maj,B,A♯,maj,maj,False,A♯ maj,A♯ maj,1
spectral-flux,normal_no-sustain,C♯ min,A maj,C♯,A,min,maj,False,A maj,A maj,1
spectral-flux,normal_no-sustain,A maj,B dim,A,B,maj,dim,False,B dim,B dim,1
spectral-flux,normal_no-sustain,B dim,C♯ dim,B,C♯,dim,dim,False,C♯ dim,C dim,0
spectral-flux,normal_no-sustain,C♯ dim,F dim,C♯,F,dim,dim,False,F dim,F dim,1
spectral-flux,normal_no-sustain,F dim,D maj,F,D,dim,maj,False,D maj,C dim,0
spectral-flux,normal_no-sustain,D maj,A maj,D,A,maj,maj,False,A maj,A maj,1
spectral-flux,normal_no-sustain,A maj,G♯ dim,A,G♯,maj,dim,False,G♯ dim,G♯ dim,1
spectral-flux,normal_no-sustain,G♯ dim,A♯ maj,G♯,A♯,dim,maj,False,A♯ maj,C dim,0
spectral-flux,normal_no-sustain,A♯ maj,G♯ dim,A♯,G♯,maj,dim,False,G♯ dim,G♯ dim,1
spectral-flux,normal_no-sustain,B min,F♯ min,B,F♯,min,min,False,F♯ min,F♯ min,1
spectral-flux,normal_no-sustain,F♯ min,B min,F♯,B,min,min,False,B min,C dim,0
spectral-flux,normal_no-sustain,B min,C♯ dim,B,C♯,min,dim,False,C♯ dim,C♯ dim,1
spectral-flux,normal_no-sustain,C♯ dim,B maj,C♯,B,dim,maj,False,B maj,C dim,0
spectral-flux,normal_no-sustain,B maj,D♯ dim,B,D♯,maj,dim,False,D♯ dim,D♯ dim,1
spectral-flux,normal_no-sustain,D♯ dim,B dim,D♯,B,dim,dim,False,B dim,C dim,0
spectral-flux,normal_no-sustain,B dim,D♯ maj,B,D♯,dim,maj,False,D♯ maj,C dim,0
spectral-flux,normal_no-sustain,D♯ maj,B maj,D♯,B,maj,maj,False,B maj,C dim,0
spectral-flux,normal_no-sustain,B maj,F♯ dim,B,F♯,maj,dim,False,F♯ dim,F♯ dim,1
spectral-flux,normal_no-sustain,C♯ maj,B min,C♯,B,maj,min,False,B min,C dim,0
spectral-flux,normal_no-sustain,B min,D min,B,D,min,min,False,D min,C dim,0
spectral-flux,normal_no-sustain,D min,F min,D,F,min,min,False,F min,G♯ maj,0
spectral-flux,normal_no-sustain,F min,F♯ min,F,F♯,min,min,False,F♯ min,F♯ min,1
spectral-flux,normal_no-sustain,F♯ min,C maj,F♯,C,min,maj,False,C maj,C maj,1
spectral-flux,normal_no-sustain,C maj,C maj,C,C,maj,maj,True,C maj,C dim,0
spectral-flux,normal_no-sustain,C maj,E min,C,E,maj,min,False,E min,C dim,0
spectral-flux,normal_no-sustain,E min,D maj,E,D,min,maj,False,D maj,C dim,0
spectral-flux,normal_no-sustain,D maj,C♯ min,D,C♯,maj,min,False,C♯ min,C♯ min,1
spectral-flux,normal_no-sustain,C min,A♯ maj,C,A♯,min,maj,False,A♯ maj,A♯ maj,1
spectral-flux,normal_no-sustain,A♯ maj,G♯ maj,A♯,G♯,maj,maj,False,G♯ maj,G♯ maj,1
spectral-flux,normal_no-sustain,G♯ maj,A♯ dim,G♯,A♯,maj,dim,False,A♯ dim,A♯ dim,1
spectral-flux,normal_no-sustain,A♯ dim,D maj,A♯,D,dim,maj,False,D maj,F♯ min,0
spectral-flux,normal_no-sustain,D maj,C dim,D,C,maj,dim,False,C dim,C dim,1
spectral-flux,normal_no-sustain,C dim,D dim,C,D,dim,dim,False,D dim,D dim,1
spectral-flux,normal_no-sustain,D dim,B maj,D,B,dim,maj,False,B maj,B maj,1
spectral-flux,normal_no-sustain,B maj,F♯ dim,B,F♯,maj,dim,False,F♯ dim,F♯ dim,1
spectral-flux,normal_no-sustain,F♯ dim,C♯ maj,F♯,C♯,dim,maj,False,C♯ maj,C♯ maj,1
spectral-flux,normal_no-sustain,G maj,D♯ min,G,D♯,maj,min,False,D♯ min,C dim,0
spectral-flux,normal_no-sustain,D♯ min,D min,D♯,D,min,min,False,D min,C dim,0
spectral-flux,normal_no-sustain,D min,C min,D,C,min,min,False,C min,C dim,0
spectral-flux,normal_no-sustain,C min,D maj,C,D,min,maj,False,D maj,C dim,0
spectral-flux,normal_no-sustain,D maj,D maj,D,D,maj,maj,True,D maj,C dim,0
spectral-flux,normal_no-sustain,D maj,D♯ min,D,D♯,maj,min,False,D♯ min,C dim,0
spectral-flux,normal_no-sustain,D♯ min,G dim,D♯,G,min,dim,False,G dim,C dim,0
spectral-flux,normal_no-sustain,G dim,C min,G,C,dim,min,False,C min,C dim,0
spectral-flux,normal_no-sustain,C min,C♯ min,C,C♯,min,min,False,C♯ min,C♯ dim,0
spectral-flux,normal_no-sustain,B maj,F♯ min,B,F♯,maj,min,False,F♯ min,F♯ min,1
spectral-flux,normal_no-sustain,F♯ min,C♯ dim,F♯,C♯,min,dim,False,C♯ dim,C♯ dim,1
spectral-flux,normal_no-sustain,C♯ dim,B dim,C♯,B,dim,dim,False,B dim,B dim,1
spectral-flux,normal_no-sustain,B dim,F♯ maj,B,F♯,dim,maj,False,F♯ maj,F♯ maj,1
spectral-flux,normal_no-sustain,F♯ maj,B dim,F♯,B,maj,dim,False,B dim,G maj,0
spectral-flux,normal_no-sustain,B dim,F dim,B,F,dim,dim,False,F dim,F dim,1
spectral-flux,normal_no-sustain,F dim,D dim,F,D,dim,dim,False,D dim,D dim,1
spectral-flux,normal_no-sustain,D dim,D min,D,D,dim,min,True,D min,C dim,0
spectral-flux,normal_no-sustain,D min,F maj,D,F,min,maj,False,F maj,F maj,1
spectral-flux,normal_no-sustain,G maj,G dim,G,G,maj,dim,True,G dim,G dim,1
spectral-flux,normal_no-sustain,G dim,G dim,G,G,dim,dim,True,G dim,C dim,0
spectral-flux,normal_no-sustain,G dim,A♯ dim,G,A♯,dim,dim,False,A♯ dim,C dim,0
spectral-flux,normal_no-sustain,A♯ dim,D♯ dim,A♯,D♯,dim,dim,False,D♯ dim,C dim,0
spectral-flux,normal_no-sustain,D♯ dim,F♯ maj,D♯,F♯,dim,maj,False,F♯ maj,F♯ maj,1
spectral-flux,normal_no-sustain,F♯ maj,B dim,F♯,B,maj,dim,False,B dim,B dim,1
spectral-flux,normal_no-sustain,B dim,D min,B,D,dim,min,False,D min,C dim,0
spectral-flux,normal_no-sustain,D min,C♯ min,D,C♯,min,min,False,C♯ min,G♯ maj,0
spectral-flux,normal_no-sustain,C♯ min,C♯ min,C♯,C♯,min,min,True,C♯ min,C♯ min,1
spectral-flux,normal_no-sustain,B min,F maj,B,F,min,maj,False,F maj,C dim,0
spectral-flux,normal_no-sustain,F maj,D♯ dim,F,D♯,maj,dim,False,D♯ dim,D♯ dim,1
spectral-flux,normal_no-sustain,D♯ dim,F dim,D♯,F,dim,dim,False,F dim,C dim,0
spectral-flux,normal_no-sustain,F dim,A♯ maj,F,A♯,dim,maj,False,A♯ maj,A♯ maj,1
spectral-flux,normal_no-sustain,A♯ maj,C dim,A♯,C,maj,dim,False,C dim,C dim,1
spectral-flux,normal_no-sustain,C dim,C maj,C,C,dim,maj,True,C maj,C dim,0
spectral-flux,normal_no-sustain,C maj,F min,C,F,maj,min,False,F min,G♯ maj,0
spectral-flux,normal_no-sustain,F min,E dim,F,E,min,dim,False,E dim,C dim,0
spectral-flux,normal_no-sustain,E dim,D♯ maj,E,D♯,dim,maj,False,D♯ maj,D♯ maj,1
spectral-flux,normal_no-sustain,A♯ min,A♯ min,A♯,A♯,min,min,True,A♯ min,A♯ min,1
spectral-flux,normal_no-sustain,A♯ min,F dim,A♯,F,min,dim,False,F dim,F dim,1
spectral-flux,normal_no-sustain,F dim,A♯ dim,F,A♯,dim,dim,False,A♯ dim,C dim,0
spectral-flux,normal_no-sustain,A♯ dim,A dim,A♯,A,dim,dim,False,A dim,G♯ maj,0
spectral-flux,normal_no-sustain,A dim,F♯ maj,A,F♯,dim,maj,False,F♯ maj,F♯ maj,1
spectral-flux,normal_no-sustain,F♯ maj,A♯ dim,F♯,A♯,maj,dim,False,A♯ dim,C dim,0
spectral-flux,normal_no-sustain,A♯ dim,F♯ maj,A♯,F♯,dim,maj,False,F♯ maj,C dim,0
spectral-flux,normal_no-sustain,F♯ maj,G♯ maj,F♯,G♯,maj,maj,False,G♯ maj,G♯ maj,1
spectral-flux,normal_no-sustain,G♯ maj,F min,G♯,F,maj,min,False,F min,G♯ maj,0
spectral-flux,normal_no-sustain,C♯ min,B min,C♯,B,min,min,False,B min,C dim,0
spectral-flux,normal_no-sustain,B min,C♯ dim,B,C♯,min,dim,False,C♯ dim,C dim,0
spectral-flux,normal_no-sustain,C♯ dim,A♯ maj,C♯,A♯,dim,maj,False,A♯ maj,C dim,0
spectral-flux,normal_no-sustain,A♯ maj,F maj,A♯,F,maj,maj,False,F maj,F maj,1
spectral-flux,normal_no-sustain,F maj,D dim,F,D,maj,dim,False,D dim,D dim,1
spectral-flux,normal_no-sustain,D dim,A♯ dim,D,A♯,dim,dim,False,A♯ dim,C dim,0
spectral-flux,normal_no-sustain,A♯ dim,D♯ min,A♯,D♯,dim,min,False,D♯ min,C dim,0
spectral-flux,normal_no-sustain,D♯ min,D♯ maj,D♯,D♯,min,maj,True,D♯ maj,C dim,0
spectral-flux,normal_no-sustain,D♯ maj,F dim,D♯,F,maj,dim,False,F dim,F dim,1
spectral-flux,normal_no-sustain,F min,F♯ min,F,F♯,min,min,False,F♯ min,F♯ min,1
spectral-flux,normal_no-sustain,F♯ min,F♯ maj,F♯,F♯,min,maj,True,F♯ maj,F♯ maj,1
spectral-flux,normal_no-sustain,F♯ maj,F♯ min,F♯,F♯,maj,min,True,F♯ min,F♯ min,1
spectral-flux,normal_no-sustain,F♯ min,C maj,F♯,C,min,maj,False,C maj,C dim,0
spectral-flux,normal_no-sustain,C maj,A maj,C,A,maj,maj,False,A maj,A maj,1
spectral-flux,normal_no-sustain,A maj,C♯ maj,A,C♯,maj,maj,False,C♯ maj,C dim,0
spectral-flux,normal_no-sustain,C♯ maj,B dim,C♯,B,maj,dim,False,B dim,C dim,0
spectral-flux,normal_no-sustain,B dim,F maj,B,F,dim,maj,False,F maj,C dim,0
spectral-flux,normal_no-sustain,F maj,G♯ dim,F,G♯,maj,dim,False,G♯ dim,G♯ dim,1
spectral-flux,normal_no-sustain,C min,F min,C,F,min,min,False,F min,C dim,0
spectral-flux,normal_no-sustain,F min,F♯ maj,F,F♯,min,maj,False,F♯ maj,C dim,0
spectral-flux,normal_no-sustain,F♯ maj,A maj,F♯,A,maj,maj,False,A maj,C dim,0
spectral-flux,normal_no-sustain,A maj,F maj,A,F,maj,maj,False,F maj,C dim,0
spectral-flux,normal_no-sustain,F maj,C♯ min,F,C♯,maj,min,False,C♯ min,C dim,0
spectral-flux,normal_no-sustain,C♯ min,C♯ maj,C♯,C♯,min,maj,True,C♯ maj,C dim,0
spectral-flux,normal_no-sustain,C♯ maj,F♯ dim,C♯,F♯,maj,dim,False,F♯ dim,F♯ dim,1
spectral-flux,normal_no-sustain,F♯ dim,F min,F♯,F,dim,min,False,F min,F min,1
spectral-flux,normal_no-sustain,F min,A min,F,A,min,min,False,A min,A min,1
spectral-flux,normal_no-sustain,A♯ dim,A♯ maj,A♯,A♯,dim,maj,True,A♯ maj,C dim,0
spectral-flux,normal_no-sustain,A♯ maj,D dim,A♯,D,maj,dim,False,D dim,C dim,0
spectral-flux,normal_no-sustain,D dim,C min,D,C,dim,min,False,C min,C dim,0
spectral-flux,normal_no-sustain,C min,G♯ min,C,G♯,min,min,False,G♯ min,G♯ min,1
spectral-flux,normal_no-sustain,G♯ min,D maj,G♯,D,min,maj,False,D maj,C dim,0
spectral-flux,normal_no-sustain,D maj,D♯ maj,D,D♯,maj,maj,False,D♯ maj,C dim,0
spectral-flux,normal_no-sustain,D♯ maj,D dim,D♯,D,maj,dim,False,D dim,D dim,1
spectral-flux,normal_no-sustain,D dim,F♯ maj,D,F♯,dim,maj,False,F♯ maj,F♯ maj,1
spectral-flux,normal_no-sustain,F♯ maj,D♯ dim,F♯,D♯,maj,dim,False,D♯ dim,D♯ dim,1
spectral-flux,normal_no-sustain,A maj,F min,A,F,maj,min,False,F min,G♯ maj,0
spectral-flux,normal_no-sustain,F min,G min,F,G,min,min,False,G min,C dim,0
spectral-flux,normal_no-sustain,G min,G♯ min,G,G♯,min,min,False,G♯ min,G♯ min,1
spectral-flux,normal_no-sustain,G♯ min,C min,G♯,C,min,min,False,C min,C dim,0
spectral-flux,normal_no-sustain,C min,D♯ dim,C,D♯,min,dim,False,D♯ dim,D♯ dim,1
spectral-flux,normal_no-sustain,D♯ dim,C dim,D♯,C,dim,dim,False,C dim,C dim,1
spectral-flux,normal_no-sustain,C dim,A♯ min,C,A♯,dim,min,False,A♯ min,C dim,0
spectral-flux,normal_no-sustain,A♯ min,A dim,A♯,A,min,dim,False,A dim,C dim,0
spectral-flux,normal_no-sustain,A dim,G♯ min,A,G♯,dim,min,False,G♯ min,G♯ min,1
spectral-flux,normal_no-sustain,C dim,A dim,C,A,dim,dim,False,A dim,G♯ maj,0
spectral-flux,normal_no-sustain,A dim,A♯ dim,A,A♯,dim,dim,False,A♯ dim,C dim,0
spectral-flux,normal_no-sustain,A♯ dim,D maj,A♯,D,dim,maj,False,D maj,C dim,0
spectral-flux,normal_no-sustain,D maj,C♯ maj,D,C♯,maj,maj,False,C♯ maj,C dim,0
spectral-flux,normal_no-sustain,C♯ maj,B maj,C♯,B,maj,maj,False,B maj,B maj,1
spectral-flux,normal_no-sustain,B maj,A♯ dim,B,A♯,maj,dim,False,A♯ dim,C dim,0
spectral-flux,normal_no-sustain,A♯ dim,C♯ dim,A♯,C♯,dim,dim,False,C♯ dim,C♯ dim,1
spectral-flux,normal_no-sustain,C♯ dim,G♯ dim,C♯,G♯,dim,dim,False,G♯ dim,C dim,0
spectral-flux,normal_no-sustain,G♯ dim,C♯ min,G♯,C♯,dim,min,False,C♯ min,C♯ min,1
spectral-flux,normal_no-sustain,D dim,C maj,D,C,dim,maj,False,C maj,C dim,0
spectral-flux,normal_no-sustain,C maj,A♯ min,C,A♯,maj,min,False,A♯ min,C dim,0
spectral-flux,normal_no-sustain,A♯ min,G min,A♯,G,min,min,False,G min,C dim,0
spectral-flux,normal_no-sustain,G min,F dim,G,F,min,dim,False,F dim,C dim,0
spectral-flux,normal_no-sustain,F dim,A♯ dim,F,A♯,dim,dim,False,A♯ dim,C dim,0
spectral-flux,normal_no-sustain,A♯ dim,B maj,A♯,B,dim,maj,False,B maj,C dim,0
spectral-flux,normal_no-sustain,B maj,D min,B,D,maj,min,False,D min,C dim,0
spectral-flux,normal_no-sustain,D min,F maj,D,F,min,maj,False,F maj,C dim,0
spectral-flux,normal_no-sustain,F maj,G♯ dim,F,G♯,maj,dim,False,G♯ dim,G♯ dim,1
spectral-flux,normal_no-sustain,A♯ maj,F♯ dim,A♯,F♯,maj,dim,False,F♯ dim,C dim,0
spectral-flux,normal_no-sustain,F♯ dim,F♯ dim,F♯,F♯,dim,dim,True,F♯ dim,C dim,0
spectral-flux,normal_no-sustain,F♯ dim,C dim,F♯,C,dim,dim,False,C dim,C dim,1
spectral-flux,normal_no-sustain,C dim,D min,C,D,dim,min,False,D min,C dim,0
spectral-flux,normal_no-sustain,D min,F dim,D,F,min,dim,False,F dim,C dim,0
spectral-flux,normal_no-sustain,F dim,C♯ dim,F,C♯,dim,dim,False,C♯ dim,C dim,0
spectral-flux,normal_no-sustain,C♯ dim,A min,C♯,A,dim,min,False,A min,A min,1
spectral-flux,normal_no-sustain,A min,A maj,A,A,min,maj,True,A maj,A maj,1
spectral-flux,normal_no-sustain,A maj,C maj,A,C,maj,maj,False,C maj,C maj,1
spectral-flux,normal_no-sustain,A dim,B maj,A,B,dim,maj,False,B maj,B maj,1
spectral-flux,normal_no-sustain,B maj,G maj,B,G,maj,maj,False,G maj,G maj,1
spectral-flux,normal_no-sustain,G maj,C♯ min,G,C♯,maj,min,False,C♯ min,G♯ maj,0
spectral-flux,normal_no-sustain,C♯ min,A♯ dim,C♯,A♯,min,dim,False,A♯ dim,A♯ dim,1
spectral-flux,normal_no-sustain,A♯ dim,A maj,A♯,A,dim,maj,False,A maj,C dim,0
spectral-flux,normal_no-sustain,A maj,F♯ dim,A,F♯,maj,dim,False,F♯ dim,F♯ dim,1
spectral-flux,normal_no-sustain,F♯ dim,G♯ min,F♯,G♯,dim,min,False,G♯ min,G♯ min,1
spectral-flux,normal_no-sustain,G♯ min,D♯ dim,G♯,D♯,min,dim,False,D♯ dim,D♯ dim,1
spectral-flux,normal_no-sustain,D♯ dim,A maj,D♯,A,dim,maj,False,A maj,A maj,1
spectral-flux,normal_no-sustain,C dim,F dim,C,F,dim,dim,False,F dim,F dim,1
spectral-flux,normal_no-sustain,F dim,D♯ maj,F,D♯,dim,maj,False,D♯ maj,C dim,0
spectral-flux,normal_no-sustain,D♯ maj,B maj,D♯,B,maj,maj,False,B maj,B maj,1
spectral-flux,normal_no-sustain,B maj,E min,B,E,maj,min,False,E min,C dim,0
spectral-flux,normal_no-sustain,E min,F maj,E,F,min,maj,False,F maj,C dim,0
spectral-flux,normal_no-sustain,F maj,C♯ maj,F,C♯,maj,maj,False,C♯ maj,G♯ maj,0
spectral-flux,normal_no-sustain,C♯ maj,A dim,C♯,A,maj,dim,False,A dim,G♯ maj,0
spectral-flux,normal_no-sustain,A dim,F♯ min,A,F♯,dim,min,False,F♯ min,F♯ min,1
spectral-flux,normal_no-sustain,F♯ min,C♯ maj,F♯,C♯,min,maj,False,C♯ maj,C♯ maj,1
spectral-flux,normal_no-sustain,A dim,G dim,A,G,dim,dim,False,G dim,G dim,1
spectral-flux,normal_no-sustain,G dim,F♯ dim,G,F♯,dim,dim,False,F♯ dim,C dim,0
spectral-flux,normal_no-sustain,F♯ dim,C min,F♯,C,dim,min,False,C min,C dim,0
spectral-flux,normal_no-sustain,C min,C♯ dim,C,C♯,min,dim,False,C♯ dim,C♯ dim,1
spectral-flux,normal_no-sustain,C♯ dim,F♯ maj,C♯,F♯,dim,maj,False,F♯ maj,F♯ maj,1
spectral-flux,normal_no-sustain,F♯ maj,G♯ maj,F♯,G♯,maj,maj,False,G♯ maj,G♯ maj,1
spectral-flux,normal_no-sustain,G♯ maj,G dim,G♯,G,maj,dim,False,G dim,G dim,1
spectral-flux,normal_no-sustain,G dim,D dim,G,D,dim,dim,False,D dim,C dim,0
spectral-flux,normal_no-sustain,D dim,A min,D,A,dim,min,False,A min,A min,1
spectral-flux,normal_no-sustain,B min,B min,B,B,min,min,True,B min,C dim,0
spectral-flux,normal_no-sustain,B min,B dim,B,B,min,dim,True,B dim,C dim,0
spectral-flux,normal_no-sustain,B dim,C♯ dim,B,C♯,dim,dim,False,C♯ dim,C dim,0
spectral-flux,normal_no-sustain,C♯ dim,F♯ min,C♯,F♯,dim,min,False,F♯ min,F♯ min,1
spectral-flux,normal_no-sustain,F♯ min,F♯ dim,F♯,F♯,min,dim,True,F♯ dim,C dim,0
spectral-flux,normal_no-sustain,F♯ dim,D♯ maj,F♯,D♯,dim,maj,False,D♯ maj,C dim,0
spectral-flux,normal_no-sustain,D♯ maj,D maj,D♯,D,maj,maj,False,D maj,C dim,0
spectral-flux,normal_no-sustain,D maj,A♯ min,D,A♯,maj,min,False,A♯ min,A♯ min,1
spectral-flux,normal_no-sustain,A♯ min,F♯ min,A♯,F♯,min,min,False,F♯ min,F♯ min,1
spectral-flux,normal_no-sustain,G♯ min,B min,G♯,B,min,min,False,B min,C dim,0
spectral-flux,normal_no-sustain,B min,A♯ dim,B,A♯,min,dim,False,A♯ dim,C dim,0
spectral-flux,normal_no-sustain,A♯ dim,F min,A♯,F,dim,min,False,F min,C dim,0
spectral-flux,normal_no-sustain,F min,B maj,F,B,min,maj,False,B maj,C dim,0
spectral-flux,normal_no-sustain,B maj,G♯ min,B,G♯,maj,min,False,G♯ min,G♯ min,1
spectral-flux,normal_no-sustain,G♯ min,E min,G♯,E,min,min,False,E min,C dim,0
spectral-flux,normal_no-sustain,E min,D♯ maj,E,D♯,min,maj,False,D♯ maj,C dim,0
spectral-flux,normal_no-sustain,D♯ maj,C♯ maj,D♯,C♯,maj,maj,False,C♯ maj,C dim,0
spectral-flux,normal_no-sustain,C♯ maj,D dim,C♯,D,maj,dim,False,D dim,C dim,0
spectral-flux,normal_no-sustain,D♯ dim,C dim,D♯,C,dim,dim,False,C dim,C dim,1
spectral-flux,normal_no-sustain,C dim,F♯ min,C,F♯,dim,min,False,F♯ min,C dim,0
spectral-flux,normal_no-sustain,F♯ min,A min,F♯,A,min,min,False,A min,C dim,0
spectral-flux,normal_no-sustain,A min,C min,A,C,min,min,False,C min,C dim,0
spectral-flux,normal_no-sustain,C min,A♯ dim,C,A♯,min,dim,False,A♯ dim,C dim,0
spectral-flux,normal_no-sustain,A♯ dim,F♯ min,A♯,F♯,dim,min,False,F♯ min,C dim,0
spectral-flux,normal_no-sustain,F♯ min,F♯ min,F♯,F♯,min,min,True,F♯ min,C dim,0
spectral-flux,normal_no-sustain,F♯ min,B maj,F♯,B,min,maj,False,B maj,C dim,0
spectral-flux,normal_no-sustain,B maj,D♯ min,B,D♯,maj,min,False,D♯ min,C dim,0
spectral-flux,normal_no-sustain,A♯ dim,E maj,A♯,E,dim,maj,False,E maj,C dim,0
spectral-flux,normal_no-sustain,E maj,F maj,E,F,maj,maj,False,F maj,C dim,0
spectral-flux,normal_no-sustain,F maj,G♯ dim,F,G♯,maj,dim,False,G♯ dim,C dim,0
spectral-flux,normal_no-sustain,G♯ dim,A dim,G♯,A,dim,dim,False,A dim,C dim,0
spectral-flux,normal_no-sustain,A dim,F maj,A,F,dim,maj,False,F maj,C dim,0
spectral-flux,normal_no-sustain,F maj,A♯ dim,F,A♯,maj,dim,False,A♯ dim,C dim,0
spectral-flux,normal_no-sustain,A♯ dim,D dim,A♯,D,dim,dim,False,D dim,C dim,0
spectral-flux,normal_no-sustain,D dim,C dim,D,C,dim,dim,False,C dim,C dim,1
spectral-flux,normal_no-sustain,C dim,G dim,C,G,dim,dim,False,G dim,G dim,1
spectral-flux,normal_no-sustain,F dim,C♯ min,F,C♯,dim,min,False,C♯ min,G♯ maj,0
spectral-flux,normal_no-sustain,C♯ min,B maj,C♯,B,min,maj,False,B maj,B maj,1
spectral-flux,normal_no-sustain,B maj,C♯ dim,B,C♯,maj,dim,False,C♯ dim,C dim,0
spectral-flux,normal_no-sustain,C♯ dim,C♯ maj,C♯,C♯,dim,maj,True,C♯ maj,C dim,0
spectral-flux,normal_no-sustain,C♯ maj,G♯ maj,C♯,G♯,maj,maj,False,G♯ maj,G♯ maj,1
spectral-flux,normal_no-sustain,G♯ maj,F maj,G♯,F,maj,maj,False,F maj,C dim,0
spectral-flux,normal_no-sustain,F maj,C♯ maj,F,C♯,maj,maj,False,C♯ maj,C dim,0
spectral-flux,normal_no-sustain,C♯ maj,G♯ maj,C♯,G♯,maj,maj,False,G♯ maj,G♯ maj,1
spectral-flux,normal_no-sustain,G♯ maj,A♯ dim,G♯,A♯,maj,dim,False,A♯ dim,A♯ dim,1
spectral-flux,normal_no-sustain,A♯ dim,B min,A♯,B,dim,min,False,B min,C dim,0
spectral-flux,normal_no-sustain,B min,C maj,B,C,min,maj,False,C maj,C maj,1
spectral-flux,normal_no-sustain,C maj,A♯ min,C,A♯,maj,min,False,A♯ min,A♯ min,1
spectral-flux,normal_no-sustain,A♯ min,F dim,A♯,F,min,dim,False,F dim,C dim,0
spectral-flux,normal_no-sustain,F dim,G dim,F,G,dim,dim,False,G dim,C dim,0
spectral-flux,normal_no-sustain,G dim,G dim,G,G,dim,dim,True,G dim,G dim,1
spectral-flux,normal_no-sustain,G dim,C♯ dim,G,C♯,dim,dim,False,C♯ dim,C dim,0
spectral-flux,normal_no-sustain,C♯ dim,C maj,C♯,C,dim,maj,False,C maj,C dim,0
